D_actual,status,count_under_30,pct_under_30,pct_under_35,pct_under_20,pct_gte_40,avg_hours,stddev_hours,min_hours,max_hours,time_s
0,INFEASIBLE,0,0,0,0,0,0,0,0,0,40.8
