driver_id,driver_type,day,duty_id,duty_start,duty_end,tour_ids,work_min,hours,days_worked
D_PT138,PT,1,seed_s_T_1_330_4,330,600,T_1_330_4,270,4.5,1
D_PT139,PT,1,seed_s_T_1_330_5,330,600,T_1_330_5,270,4.5,1
D_PT140,PT,1,seed_s_T_1_345_3,345,615,T_1_345_3,270,4.5,1
D_PT141,PT,1,seed_s_T_1_345_5,345,615,T_1_345_5,270,4.5,1
D_PT142,PT,1,seed_s_T_1_345_6,345,615,T_1_345_6,270,4.5,1
D_PT143,PT,1,seed_s_T_1_360_4,360,630,T_1_360_4,270,4.5,1
D_PT144,PT,1,seed_s_T_1_360_5,360,630,T_1_360_5,270,4.5,1
D_PT145,PT,1,seed_s_T_1_360_6,360,630,T_1_360_6,270,4.5,1
D_PT146,PT,1,seed_s_T_1_375_1,375,645,T_1_375_1,270,4.5,1
D_PT147,PT,1,seed_s_T_1_375_9,375,645,T_1_375_9,270,4.5,1
D_PT148,PT,1,seed_s_T_1_375_11,375,645,T_1_375_11,270,4.5,1
D_PT149,PT,1,seed_s_T_1_405_2,405,675,T_1_405_2,270,4.5,1
D_PT150,PT,1,seed_s_T_1_405_5,405,675,T_1_405_5,270,4.5,1
D_PT151,PT,1,seed_s_T_1_405_6,405,675,T_1_405_6,270,4.5,1
D_PT152,PT,1,seed_s_T_1_450_1,450,720,T_1_450_1,270,4.5,1
D_PT153,PT,1,seed_s_T_1_465_1,465,735,T_1_465_1,270,4.5,1
D_PT154,PT,1,seed_s_T_1_465_8,465,735,T_1_465_8,270,4.5,1
D_PT155,PT,1,seed_s_T_1_480_3,480,750,T_1_480_3,270,4.5,1
D_PT156,PT,1,seed_s_T_1_600_2,600,870,T_1_600_2,270,4.5,1
D_PT157,PT,1,seed_s_T_1_600_3,600,870,T_1_600_3,270,4.5,1
D_PT158,PT,1,seed_s_T_1_600_4,600,870,T_1_600_4,270,4.5,1
D_PT159,PT,1,seed_s_T_1_615_1,615,885,T_1_615_1,270,4.5,1
D_PT160,PT,1,seed_s_T_1_615_2,615,885,T_1_615_2,270,4.5,1
D_PT161,PT,1,seed_s_T_1_615_6,615,885,T_1_615_6,270,4.5,1
D_PT162,PT,1,seed_s_T_1_615_7,615,885,T_1_615_7,270,4.5,1
D_PT163,PT,1,seed_s_T_1_615_8,615,885,T_1_615_8,270,4.5,1
D_PT164,PT,1,seed_s_T_1_630_2,630,900,T_1_630_2,270,4.5,1
D_PT165,PT,1,seed_s_T_1_630_4,630,900,T_1_630_4,270,4.5,1
D_PT166,PT,1,seed_s_T_1_645_3,645,915,T_1_645_3,270,4.5,1
D_PT167,PT,1,seed_s_T_1_645_5,645,915,T_1_645_5,270,4.5,1
D_PT168,PT,1,seed_s_T_1_660_5,660,930,T_1_660_5,270,4.5,1
D_PT169,PT,1,seed_s_T_1_660_6,660,930,T_1_660_6,270,4.5,1
D_PT170,PT,1,seed_s_T_1_675_1,675,945,T_1_675_1,270,4.5,1
D_PT171,PT,1,seed_s_T_1_690_2,690,960,T_1_690_2,270,4.5,1
D_PT172,PT,1,seed_s_T_1_690_3,690,960,T_1_690_3,270,4.5,1
D_PT173,PT,1,seed_s_T_1_690_4,690,960,T_1_690_4,270,4.5,1
D_PT174,PT,1,seed_s_T_1_720_3,720,990,T_1_720_3,270,4.5,1
D_PT175,PT,1,seed_s_T_1_720_5,720,990,T_1_720_5,270,4.5,1
D_PT176,PT,1,seed_s_T_1_720_10,720,990,T_1_720_10,270,4.5,1
D_PT177,PT,1,seed_s_T_1_780_1,780,1050,T_1_780_1,270,4.5,1
D_PT178,PT,1,seed_s_T_1_825_2,825,1095,T_1_825_2,270,4.5,1
D_PT179,PT,1,seed_s_T_1_825_7,825,1095,T_1_825_7,270,4.5,1
D_PT180,PT,1,seed_s_T_1_825_8,825,1095,T_1_825_8,270,4.5,1
D_PT181,PT,1,seed_s_T_1_825_10,825,1095,T_1_825_10,270,4.5,1
D_PT182,PT,1,seed_s_T_1_840_2,840,1110,T_1_840_2,270,4.5,1
D_PT183,PT,1,seed_s_T_1_840_5,840,1110,T_1_840_5,270,4.5,1
D_PT184,PT,1,seed_s_T_1_840_6,840,1110,T_1_840_6,270,4.5,1
D_PT185,PT,1,seed_s_T_1_855_7,855,1125,T_1_855_7,270,4.5,1
D_PT186,PT,1,seed_s_T_1_855_10,855,1125,T_1_855_10,270,4.5,1
D_PT187,PT,1,seed_s_T_1_870_2,870,1140,T_1_870_2,270,4.5,1
D_PT188,PT,1,seed_s_T_1_870_3,870,1140,T_1_870_3,270,4.5,1
D_PT189,PT,1,seed_s_T_1_870_5,870,1140,T_1_870_5,270,4.5,1
D_PT190,PT,1,seed_s_T_1_870_9,870,1140,T_1_870_9,270,4.5,1
D_PT191,PT,1,seed_s_T_1_870_10,870,1140,T_1_870_10,270,4.5,1
D_PT192,PT,1,seed_s_T_1_885_1,885,1155,T_1_885_1,270,4.5,1
D_PT193,PT,1,seed_s_T_1_900_1,900,1170,T_1_900_1,270,4.5,1
D_PT194,PT,1,seed_s_T_1_900_3,900,1170,T_1_900_3,270,4.5,1
D_PT195,PT,1,seed_s_T_1_900_4,900,1170,T_1_900_4,270,4.5,1
D_PT196,PT,1,seed_s_T_1_900_7,900,1170,T_1_900_7,270,4.5,1
D_PT197,PT,1,seed_s_T_1_930_3,930,1200,T_1_930_3,270,4.5,1
D_PT198,PT,1,seed_s_T_1_930_5,930,1200,T_1_930_5,270,4.5,1
D_PT199,PT,1,seed_s_T_1_930_6,930,1200,T_1_930_6,270,4.5,1
D_PT200,PT,1,seed_s_T_1_930_8,930,1200,T_1_930_8,270,4.5,1
D_PT201,PT,1,seed_s_T_1_930_9,930,1200,T_1_930_9,270,4.5,1
D_PT202,PT,1,seed_s_T_1_1005_4,1005,1275,T_1_1005_4,270,4.5,1
D_PT203,PT,1,seed_s_T_1_1020_7,1020,1290,T_1_1020_7,270,4.5,1
D_PT204,PT,1,seed_s_T_1_1050_8,1050,1320,T_1_1050_8,270,4.5,1
D_PT205,PT,1,seed_s_T_1_1050_9,1050,1320,T_1_1050_9,270,4.5,1
D_PT206,PT,1,seed_s_T_1_1065_5,1065,1335,T_1_1065_5,270,4.5,1
D_PT207,PT,1,seed_s_T_1_1065_6,1065,1335,T_1_1065_6,270,4.5,1
D_PT208,PT,1,seed_s_T_1_1065_7,1065,1335,T_1_1065_7,270,4.5,1
D_PT209,PT,1,seed_s_T_1_1065_8,1065,1335,T_1_1065_8,270,4.5,1
D_PT210,PT,1,seed_s_T_1_1080_5,1080,1350,T_1_1080_5,270,4.5,1
D_PT211,PT,1,seed_s_T_1_1080_7,1080,1350,T_1_1080_7,270,4.5,1
D_PT212,PT,1,seed_s_T_1_1080_8,1080,1350,T_1_1080_8,270,4.5,1
D_PT213,PT,1,seed_s_T_1_1080_9,1080,1350,T_1_1080_9,270,4.5,1
D_PT214,PT,1,seed_s_T_1_1095_3,1095,1365,T_1_1095_3,270,4.5,1
D_PT215,PT,1,seed_s_T_1_1110_6,1110,1380,T_1_1110_6,270,4.5,1
D_PT216,PT,1,seed_s_T_1_1140_1,1140,1410,T_1_1140_1,270,4.5,1
D_PT217,PT,1,seed_s_T_1_1140_4,1140,1410,T_1_1140_4,270,4.5,1
D_PT218,PT,1,seed_s_T_1_1140_5,1140,1410,T_1_1140_5,270,4.5,1
D_PT219,PT,1,seed_s_T_1_1155_1,1155,1425,T_1_1155_1,270,4.5,1
D_PT220,PT,1,seed_s_T_1_1155_2,1155,1425,T_1_1155_2,270,4.5,1
D_PT221,PT,1,seed_s_T_1_1155_3,1155,1425,T_1_1155_3,270,4.5,1
D_PT222,PT,1,seed_s_T_1_1155_4,1155,1425,T_1_1155_4,270,4.5,1
D_PT223,PT,1,seed_s_T_1_1155_5,1155,1425,T_1_1155_5,270,4.5,1
D_PT224,PT,1,seed_s_T_1_1155_6,1155,1425,T_1_1155_6,270,4.5,1
D_PT225,PT,1,seed_s_T_1_1170_1,1170,1439,T_1_1170_1,269,4.5,1
D_PT226,PT,1,seed_s_T_1_1170_3,1170,1439,T_1_1170_3,269,4.5,1
D_PT227,PT,1,seed_s_T_1_1170_6,1170,1439,T_1_1170_6,269,4.5,1
D_PT228,PT,1,seed_s_T_1_1170_7,1170,1439,T_1_1170_7,269,4.5,1
D_PT229,PT,2,seed_s_T_2_225_2,225,495,T_2_225_2,270,4.5,1
D_PT230,PT,2,seed_s_T_2_240_2,240,510,T_2_240_2,270,4.5,1
D_PT231,PT,2,seed_s_T_2_240_4,240,510,T_2_240_4,270,4.5,1
D_PT232,PT,2,seed_s_T_2_240_6,240,510,T_2_240_6,270,4.5,1
D_PT233,PT,2,seed_s_T_2_270_2,270,540,T_2_270_2,270,4.5,1
D_PT234,PT,2,seed_s_T_2_300_3,300,570,T_2_300_3,270,4.5,1
D_PT235,PT,2,seed_s_T_2_330_8,330,600,T_2_330_8,270,4.5,1
D_PT236,PT,2,seed_s_T_2_345_3,345,615,T_2_345_3,270,4.5,1
D_PT237,PT,2,seed_s_T_2_345_8,345,615,T_2_345_8,270,4.5,1
D_PT238,PT,2,seed_s_T_2_360_5,360,630,T_2_360_5,270,4.5,1
D_PT239,PT,2,seed_s_T_2_375_4,375,645,T_2_375_4,270,4.5,1
D_PT240,PT,2,seed_s_T_2_375_6,375,645,T_2_375_6,270,4.5,1
D_PT241,PT,2,seed_s_T_2_375_10,375,645,T_2_375_10,270,4.5,1
D_PT242,PT,2,seed_s_T_2_375_13,375,645,T_2_375_13,270,4.5,1
D_PT243,PT,2,seed_s_T_2_390_1,390,660,T_2_390_1,270,4.5,1
D_PT244,PT,2,seed_s_T_2_390_6,390,660,T_2_390_6,270,4.5,1
D_PT245,PT,2,seed_s_T_2_390_7,390,660,T_2_390_7,270,4.5,1
D_PT246,PT,2,seed_s_T_2_390_11,390,660,T_2_390_11,270,4.5,1
D_PT247,PT,2,seed_s_T_2_390_12,390,660,T_2_390_12,270,4.5,1
D_PT248,PT,2,seed_s_T_2_390_13,390,660,T_2_390_13,270,4.5,1
D_PT249,PT,2,seed_s_T_2_405_5,405,675,T_2_405_5,270,4.5,1
D_PT250,PT,2,seed_s_T_2_405_6,405,675,T_2_405_6,270,4.5,1
D_PT251,PT,2,seed_s_T_2_405_8,405,675,T_2_405_8,270,4.5,1
D_PT252,PT,2,seed_s_T_2_420_1,420,690,T_2_420_1,270,4.5,1
D_PT253,PT,2,seed_s_T_2_420_3,420,690,T_2_420_3,270,4.5,1
D_PT254,PT,2,seed_s_T_2_420_5,420,690,T_2_420_5,270,4.5,1
D_PT255,PT,2,seed_s_T_2_420_8,420,690,T_2_420_8,270,4.5,1
D_PT256,PT,2,seed_s_T_2_420_9,420,690,T_2_420_9,270,4.5,1
D_PT257,PT,2,seed_s_T_2_420_10,420,690,T_2_420_10,270,4.5,1
D_PT258,PT,2,seed_s_T_2_420_12,420,690,T_2_420_12,270,4.5,1
D_PT259,PT,2,seed_s_T_2_435_1,435,705,T_2_435_1,270,4.5,1
D_PT260,PT,2,seed_s_T_2_435_2,435,705,T_2_435_2,270,4.5,1
D_PT261,PT,2,seed_s_T_2_435_4,435,705,T_2_435_4,270,4.5,1
D_PT262,PT,2,seed_s_T_2_435_5,435,705,T_2_435_5,270,4.5,1
D_PT263,PT,2,seed_s_T_2_435_6,435,705,T_2_435_6,270,4.5,1
D_PT264,PT,2,seed_s_T_2_435_7,435,705,T_2_435_7,270,4.5,1
D_PT265,PT,2,seed_s_T_2_435_8,435,705,T_2_435_8,270,4.5,1
D_PT266,PT,2,seed_s_T_2_450_1,450,720,T_2_450_1,270,4.5,1
D_PT267,PT,2,seed_s_T_2_450_2,450,720,T_2_450_2,270,4.5,1
D_PT268,PT,2,seed_s_T_2_450_3,450,720,T_2_450_3,270,4.5,1
D_PT269,PT,2,seed_s_T_2_450_5,450,720,T_2_450_5,270,4.5,1
D_PT270,PT,2,seed_s_T_2_450_6,450,720,T_2_450_6,270,4.5,1
D_PT271,PT,2,seed_s_T_2_450_7,450,720,T_2_450_7,270,4.5,1
D_PT272,PT,2,seed_s_T_2_450_10,450,720,T_2_450_10,270,4.5,1
D_PT273,PT,2,seed_s_T_2_450_11,450,720,T_2_450_11,270,4.5,1
D_PT274,PT,2,seed_s_T_2_465_2,465,735,T_2_465_2,270,4.5,1
D_PT275,PT,2,seed_s_T_2_465_3,465,735,T_2_465_3,270,4.5,1
D_PT276,PT,2,seed_s_T_2_465_4,465,735,T_2_465_4,270,4.5,1
D_PT277,PT,2,seed_s_T_2_465_6,465,735,T_2_465_6,270,4.5,1
D_PT278,PT,2,seed_s_T_2_465_7,465,735,T_2_465_7,270,4.5,1
D_PT279,PT,2,seed_s_T_2_480_1,480,750,T_2_480_1,270,4.5,1
D_PT280,PT,2,seed_s_T_2_480_2,480,750,T_2_480_2,270,4.5,1
D_PT281,PT,2,seed_s_T_2_480_3,480,750,T_2_480_3,270,4.5,1
D_PT282,PT,2,seed_s_T_2_495_1,495,765,T_2_495_1,270,4.5,1
D_PT283,PT,2,seed_s_T_2_495_2,495,765,T_2_495_2,270,4.5,1
D_PT284,PT,2,seed_s_T_2_495_3,495,765,T_2_495_3,270,4.5,1
D_PT285,PT,2,seed_s_T_2_495_4,495,765,T_2_495_4,270,4.5,1
D_PT286,PT,2,seed_s_T_2_510_2,510,780,T_2_510_2,270,4.5,1
D_PT287,PT,2,seed_s_T_2_540_2,540,810,T_2_540_2,270,4.5,1
D_PT288,PT,2,seed_s_T_2_555_7,555,825,T_2_555_7,270,4.5,1
D_PT289,PT,2,seed_s_T_2_585_1,585,855,T_2_585_1,270,4.5,1
D_PT290,PT,2,seed_s_T_2_585_2,585,855,T_2_585_2,270,4.5,1
D_PT291,PT,2,seed_s_T_2_585_4,585,855,T_2_585_4,270,4.5,1
D_PT292,PT,2,seed_s_T_2_600_6,600,870,T_2_600_6,270,4.5,1
D_PT293,PT,2,seed_s_T_2_615_1,615,885,T_2_615_1,270,4.5,1
D_PT294,PT,2,seed_s_T_2_615_2,615,885,T_2_615_2,270,4.5,1
D_PT295,PT,2,seed_s_T_2_615_6,615,885,T_2_615_6,270,4.5,1
D_PT296,PT,2,seed_s_T_2_615_9,615,885,T_2_615_9,270,4.5,1
D_PT297,PT,2,seed_s_T_2_630_2,630,900,T_2_630_2,270,4.5,1
D_PT298,PT,2,seed_s_T_2_630_5,630,900,T_2_630_5,270,4.5,1
D_PT299,PT,2,seed_s_T_2_630_7,630,900,T_2_630_7,270,4.5,1
D_PT300,PT,2,seed_s_T_2_630_10,630,900,T_2_630_10,270,4.5,1
D_PT301,PT,2,seed_s_T_2_645_6,645,915,T_2_645_6,270,4.5,1
D_PT302,PT,2,seed_s_T_2_645_9,645,915,T_2_645_9,270,4.5,1
D_PT303,PT,2,seed_s_T_2_645_11,645,915,T_2_645_11,270,4.5,1
D_PT304,PT,2,seed_s_T_2_660_6,660,930,T_2_660_6,270,4.5,1
D_PT305,PT,2,seed_s_T_2_660_7,660,930,T_2_660_7,270,4.5,1
D_PT306,PT,2,seed_s_T_2_675_2,675,945,T_2_675_2,270,4.5,1
D_PT307,PT,2,seed_s_T_2_675_4,675,945,T_2_675_4,270,4.5,1
D_PT308,PT,2,seed_s_T_2_675_5,675,945,T_2_675_5,270,4.5,1
D_PT309,PT,2,seed_s_T_2_675_8,675,945,T_2_675_8,270,4.5,1
D_PT310,PT,2,seed_s_T_2_690_3,690,960,T_2_690_3,270,4.5,1
D_PT311,PT,2,seed_s_T_2_690_6,690,960,T_2_690_6,270,4.5,1
