tour_id,day,start_min,end_min,duration_min
T_2_510_2,2,510,780,270
T_2_510_3,2,510,780,270
T_2_525_1,2,525,795,270
T_2_525_2,2,525,795,270
T_2_525_3,2,525,795,270
T_2_525_4,2,525,795,270
T_2_525_5,2,525,795,270
T_2_540_1,2,540,810,270
T_2_540_2,2,540,810,270
T_2_540_3,2,540,810,270
T_2_555_1,2,555,825,270
T_2_555_2,2,555,825,270
T_2_555_3,2,555,825,270
T_2_555_4,2,555,825,270
T_2_555_5,2,555,825,270
T_2_555_6,2,555,825,270
T_2_555_7,2,555,825,270
T_2_555_8,2,555,825,270
T_2_570_1,2,570,840,270
T_2_570_2,2,570,840,270
T_2_570_3,2,570,840,270
T_2_570_4,2,570,840,270
T_2_570_5,2,570,840,270
T_2_570_6,2,570,840,270
T_2_570_7,2,570,840,270
T_2_570_8,2,570,840,270
T_2_585_1,2,585,855,270
T_2_585_2,2,585,855,270
T_2_585_3,2,585,855,270
T_2_585_4,2,585,855,270
T_2_585_5,2,585,855,270
T_2_585_6,2,585,855,270
T_2_585_7,2,585,855,270
T_2_585_8,2,585,855,270
T_2_585_9,2,585,855,270
T_2_585_10,2,585,855,270
T_2_600_1,2,600,870,270
T_2_600_2,2,600,870,270
T_2_600_3,2,600,870,270
T_2_600_4,2,600,870,270
T_2_600_5,2,600,870,270
T_2_600_6,2,600,870,270
T_2_600_7,2,600,870,270
T_2_600_8,2,600,870,270
T_2_600_9,2,600,870,270
T_2_615_1,2,615,885,270
T_2_615_2,2,615,885,270
T_2_615_3,2,615,885,270
T_2_615_4,2,615,885,270
T_2_615_5,2,615,885,270
T_2_615_6,2,615,885,270
T_2_615_7,2,615,885,270
T_2_615_8,2,615,885,270
T_2_615_9,2,615,885,270
T_2_615_10,2,615,885,270
T_2_630_1,2,630,900,270
T_2_630_2,2,630,900,270
T_2_630_3,2,630,900,270
T_2_630_4,2,630,900,270
T_2_630_5,2,630,900,270
T_2_630_6,2,630,900,270
T_2_630_7,2,630,900,270
T_2_630_8,2,630,900,270
T_2_630_9,2,630,900,270
T_2_630_10,2,630,900,270
T_2_630_11,2,630,900,270
T_2_630_12,2,630,900,270
T_2_630_13,2,630,900,270
T_2_630_14,2,630,900,270
T_2_630_15,2,630,900,270
T_2_645_1,2,645,915,270
T_2_645_2,2,645,915,270
T_2_645_3,2,645,915,270
T_2_645_4,2,645,915,270
T_2_645_5,2,645,915,270
T_2_645_6,2,645,915,270
T_2_645_7,2,645,915,270
T_2_645_8,2,645,915,270
T_2_645_9,2,645,915,270
T_2_645_10,2,645,915,270
T_2_645_11,2,645,915,270
T_2_660_1,2,660,930,270
T_2_660_2,2,660,930,270
T_2_660_3,2,660,930,270
T_2_660_4,2,660,930,270
T_2_660_5,2,660,930,270
T_2_660_6,2,660,930,270
T_2_660_7,2,660,930,270
T_2_660_8,2,660,930,270
T_2_660_9,2,660,930,270
T_2_675_1,2,675,945,270
T_2_675_2,2,675,945,270
T_2_675_3,2,675,945,270
T_2_675_4,2,675,945,270
T_2_675_5,2,675,945,270
T_2_675_6,2,675,945,270
T_2_675_7,2,675,945,270
T_2_675_8,2,675,945,270
T_2_675_9,2,675,945,270
T_2_675_10,2,675,945,270
T_2_675_11,2,675,945,270
T_2_675_12,2,675,945,270
T_2_690_1,2,690,960,270
T_2_690_2,2,690,960,270
T_2_690_3,2,690,960,270
T_2_690_4,2,690,960,270
T_2_690_5,2,690,960,270
T_2_690_6,2,690,960,270
T_2_690_7,2,690,960,270
T_2_690_8,2,690,960,270
T_2_690_9,2,690,960,270
T_2_690_10,2,690,960,270
T_4_270_1,4,270,540,270
T_4_270_2,4,270,540,270
T_4_270_3,4,270,540,270
T_4_270_4,4,270,540,270
T_4_270_5,4,270,540,270
T_4_270_6,4,270,540,270
T_4_270_7,4,270,540,270
T_4_270_8,4,270,540,270
T_4_270_9,4,270,540,270
T_4_270_10,4,270,540,270
T_4_285_1,4,285,555,270
T_4_285_2,4,285,555,270
T_4_285_3,4,285,555,270
T_4_285_4,4,285,555,270
T_4_285_5,4,285,555,270
T_4_300_1,4,300,570,270
T_4_300_2,4,300,570,270
T_4_300_3,4,300,570,270
T_4_300_4,4,300,570,270
T_4_300_5,4,300,570,270
T_4_315_1,4,315,585,270
T_4_315_2,4,315,585,270
T_4_315_3,4,315,585,270
T_4_315_4,4,315,585,270
T_4_330_1,4,330,600,270
T_4_330_2,4,330,600,270
T_4_345_1,4,345,615,270
T_4_345_2,4,345,615,270
T_4_345_3,4,345,615,270
T_4_345_4,4,345,615,270
T_4_345_5,4,345,615,270
T_4_345_6,4,345,615,270
T_4_345_7,4,345,615,270
T_4_345_8,4,345,615,270
T_4_345_9,4,345,615,270
T_4_345_10,4,345,615,270
T_4_345_11,4,345,615,270
T_4_360_1,4,360,630,270
T_4_360_2,4,360,630,270
T_4_360_3,4,360,630,270
T_4_360_4,4,360,630,270
T_4_360_5,4,360,630,270
T_4_360_6,4,360,630,270
T_4_360_7,4,360,630,270
T_4_360_8,4,360,630,270
T_4_360_9,4,360,630,270
T_4_360_10,4,360,630,270
T_4_360_11,4,360,630,270
T_4_360_12,4,360,630,270
T_4_360_13,4,360,630,270
T_4_360_14,4,360,630,270
T_4_375_1,4,375,645,270
T_4_375_2,4,375,645,270
T_4_375_3,4,375,645,270
T_4_375_4,4,375,645,270
T_4_375_5,4,375,645,270
T_4_375_6,4,375,645,270
T_4_375_7,4,375,645,270
T_4_390_1,4,390,660,270
T_4_390_2,4,390,660,270
T_4_390_3,4,390,660,270
T_4_390_4,4,390,660,270
T_4_390_5,4,390,660,270
T_4_390_6,4,390,660,270
T_4_390_7,4,390,660,270
T_4_390_8,4,390,660,270
T_4_390_9,4,390,660,270
T_4_390_10,4,390,660,270
T_4_390_11,4,390,660,270
T_4_405_1,4,405,675,270
T_4_405_2,4,405,675,270
T_4_405_3,4,405,675,270
T_4_405_4,4,405,675,270
T_4_405_5,4,405,675,270
T_4_405_6,4,405,675,270
T_4_405_7,4,405,675,270
T_4_405_8,4,405,675,270
T_4_405_9,4,405,675,270
T_4_405_10,4,405,675,270
T_4_405_11,4,405,675,270
T_4_420_1,4,420,690,270
T_4_420_2,4,420,690,270
T_4_420_3,4,420,690,270
T_4_420_4,4,420,690,270
T_4_420_5,4,420,690,270
T_4_420_6,4,420,690,270
T_4_420_7,4,420,690,270
T_4_420_8,4,420,690,270
T_4_420_9,4,420,690,270
T_4_420_10,4,420,690,270
T_4_420_11,4,420,690,270
T_4_435_1,4,435,705,270
T_4_435_2,4,435,705,270
T_4_450_1,4,450,720,270
T_4_450_2,4,450,720,270
T_4_450_3,4,450,720,270
T_4_450_4,4,450,720,270
T_4_450_5,4,450,720,270
T_4_450_6,4,450,720,270
T_4_450_7,4,450,720,270
T_4_465_1,4,465,735,270
T_4_480_1,4,480,750,270
T_4_480_2,4,480,750,270
T_4_480_3,4,480,750,270
T_4_495_1,4,495,765,270
T_4_495_2,4,495,765,270
T_4_495_3,4,495,765,270
T_4_495_4,4,495,765,270
T_4_510_1,4,510,780,270
T_4_510_2,4,510,780,270
T_4_510_3,4,510,780,270
T_4_525_1,4,525,795,270
T_4_525_2,4,525,795,270
T_4_525_3,4,525,795,270
T_4_525_4,4,525,795,270
T_4_525_5,4,525,795,270
T_4_525_6,4,525,795,270
T_4_525_7,4,525,795,270
T_4_525_8,4,525,795,270
T_4_540_1,4,540,810,270
T_4_540_2,4,540,810,270
T_4_540_3,4,540,810,270
T_4_540_4,4,540,810,270
T_4_540_5,4,540,810,270
T_4_540_6,4,540,810,270
T_4_540_7,4,540,810,270
T_4_555_1,4,555,825,270
T_4_555_2,4,555,825,270
T_4_555_3,4,555,825,270
T_4_555_4,4,555,825,270
T_4_555_5,4,555,825,270
T_4_555_6,4,555,825,270
T_4_555_7,4,555,825,270
T_4_570_1,4,570,840,270
T_4_570_2,4,570,840,270
T_4_585_1,4,585,855,270
T_4_585_2,4,585,855,270
T_4_585_3,4,585,855,270
T_4_585_4,4,585,855,270
T_4_585_5,4,585,855,270
T_4_600_1,4,600,870,270
T_4_615_1,4,615,885,270
T_4_615_2,4,615,885,270
T_4_615_3,4,615,885,270
T_4_615_4,4,615,885,270
T_4_615_5,4,615,885,270
T_4_615_6,4,615,885,270
T_4_615_7,4,615,885,270
T_4_630_1,4,630,900,270
T_4_630_2,4,630,900,270
T_4_630_3,4,630,900,270
T_4_645_1,4,645,915,270
T_4_645_2,4,645,915,270
T_4_645_3,4,645,915,270
T_4_645_4,4,645,915,270
T_4_645_5,4,645,915,270
T_4_645_6,4,645,915,270
T_4_660_1,4,660,930,270
T_4_660_2,4,660,930,270
T_4_660_3,4,660,930,270
T_4_675_1,4,675,945,270
T_4_675_2,4,675,945,270
T_4_675_3,4,675,945,270
T_4_675_4,4,675,945,270
T_4_675_5,4,675,945,270
T_4_690_1,4,690,960,270
T_4_690_2,4,690,960,270
T_4_690_3,4,690,960,270
T_4_705_1,4,705,975,270
T_4_705_2,4,705,975,270
T_4_705_3,4,705,975,270
T_4_720_1,4,720,990,270
T_4_720_2,4,720,990,270
T_4_720_3,4,720,990,270
T_4_735_1,4,735,1005,270
T_4_735_2,4,735,1005,270
T_4_735_3,4,735,1005,270
T_4_735_4,4,735,1005,270
T_4_735_5,4,735,1005,270
T_4_735_6,4,735,1005,270
T_4_735_7,4,735,1005,270
T_4_750_1,4,750,1020,270
T_4_750_2,4,750,1020,270
T_4_750_3,4,750,1020,270
T_4_750_4,4,750,1020,270
T_4_750_5,4,750,1020,270
T_4_750_6,4,750,1020,270
T_4_750_7,4,750,1020,270
T_4_765_1,4,765,1035,270
T_4_765_2,4,765,1035,270
T_4_765_3,4,765,1035,270
T_4_765_4,4,765,1035,270
T_4_765_5,4,765,1035,270
T_4_780_1,4,780,1050,270
T_4_780_2,4,780,1050,270
T_4_780_3,4,780,1050,270
T_4_780_4,4,780,1050,270
T_4_795_1,4,795,1065,270
T_4_795_2,4,795,1065,270
T_4_795_3,4,795,1065,270
T_4_810_1,4,810,1080,270
T_4_810_2,4,810,1080,270
T_4_810_3,4,810,1080,270
T_4_810_4,4,810,1080,270
T_4_810_5,4,810,1080,270
T_4_810_6,4,810,1080,270
T_4_825_1,4,825,1095,270
T_4_825_2,4,825,1095,270
T_4_825_3,4,825,1095,270
T_4_840_1,4,840,1110,270
T_4_840_2,4,840,1110,270
T_4_840_3,4,840,1110,270
T_4_840_4,4,840,1110,270
T_4_840_5,4,840,1110,270
T_4_855_1,4,855,1125,270
T_4_855_2,4,855,1125,270
T_4_855_3,4,855,1125,270
T_4_855_4,4,855,1125,270
T_4_855_5,4,855,1125,270
T_4_855_6,4,855,1125,270
T_4_855_7,4,855,1125,270
T_4_870_1,4,870,1140,270
T_4_870_2,4,870,1140,270
T_4_885_1,4,885,1155,270
T_4_885_2,4,885,1155,270
T_4_885_3,4,885,1155,270
T_4_885_4,4,885,1155,270
T_4_885_5,4,885,1155,270
T_4_885_6,4,885,1155,270
T_4_885_7,4,885,1155,270
T_4_900_1,4,900,1170,270
T_4_900_2,4,900,1170,270
T_4_900_3,4,900,1170,270
T_4_900_4,4,900,1170,270
T_4_900_5,4,900,1170,270
T_4_900_6,4,900,1170,270
T_4_900_7,4,900,1170,270
T_4_915_1,4,915,1185,270
T_4_915_2,4,915,1185,270
T_4_915_3,4,915,1185,270
T_4_915_4,4,915,1185,270
T_4_915_5,4,915,1185,270
T_4_915_6,4,915,1185,270
T_4_930_1,4,930,1200,270
T_4_930_2,4,930,1200,270
T_4_945_1,4,945,1215,270
T_4_945_2,4,945,1215,270
T_4_945_3,4,945,1215,270
T_4_945_4,4,945,1215,270
T_4_945_5,4,945,1215,270
T_4_945_6,4,945,1215,270
T_4_945_7,4,945,1215,270
T_4_945_8,4,945,1215,270
T_4_945_9,4,945,1215,270
T_4_945_10,4,945,1215,270
T_4_945_11,4,945,1215,270
T_4_945_12,4,945,1215,270
T_4_945_13,4,945,1215,270
T_4_945_14,4,945,1215,270
T_4_945_15,4,945,1215,270
T_4_960_1,4,960,1230,270
T_4_960_2,4,960,1230,270
T_4_960_3,4,960,1230,270
T_4_960_4,4,960,1230,270
T_4_960_5,4,960,1230,270
T_4_960_6,4,960,1230,270
T_4_960_7,4,960,1230,270
T_4_975_1,4,975,1245,270
T_4_975_2,4,975,1245,270
T_4_975_3,4,975,1245,270
T_4_975_4,4,975,1245,270
T_4_975_5,4,975,1245,270
T_4_975_6,4,975,1245,270
T_4_990_1,4,990,1260,270
T_4_990_2,4,990,1260,270
T_4_990_3,4,990,1260,270
T_4_990_4,4,990,1260,270
T_4_1005_1,4,1005,1275,270
T_4_1005_2,4,1005,1275,270
T_4_1020_1,4,1020,1290,270
T_4_1020_2,4,1020,1290,270
T_4_1020_3,4,1020,1290,270
T_4_1035_1,4,1035,1305,270
T_4_1035_2,4,1035,1305,270
T_4_1050_1,4,1050,1320,270
T_4_1050_2,4,1050,1320,270
T_4_1050_3,4,1050,1320,270
T_4_1050_4,4,1050,1320,270
T_4_1050_5,4,1050,1320,270
T_4_1050_6,4,1050,1320,270
T_4_1050_7,4,1050,1320,270
T_4_1065_1,4,1065,1335,270
T_4_1065_2,4,1065,1335,270
T_4_1065_3,4,1065,1335,270
T_4_1065_4,4,1065,1335,270
T_4_1080_1,4,1080,1350,270
T_4_1080_2,4,1080,1350,270
T_4_1080_3,4,1080,1350,270
T_4_1080_4,4,1080,1350,270
T_4_1080_5,4,1080,1350,270
T_4_1080_6,4,1080,1350,270
T_4_1080_7,4,1080,1350,270
T_4_1095_1,4,1095,1365,270
T_4_1095_2,4,1095,1365,270
T_4_1095_3,4,1095,1365,270
T_4_1095_4,4,1095,1365,270
T_4_1110_1,4,1110,1380,270
T_4_1110_2,4,1110,1380,270
T_4_1110_3,4,1110,1380,270
T_4_1110_4,4,1110,1380,270
T_4_1110_5,4,1110,1380,270
T_4_1110_6,4,1110,1380,270
T_4_1110_7,4,1110,1380,270
T_4_1110_8,4,1110,1380,270
T_4_1125_1,4,1125,1395,270
T_4_1125_2,4,1125,1395,270
T_4_1140_1,4,1140,1410,270
T_4_1140_2,4,1140,1410,270
T_4_1155_1,4,1155,1425,270
T_4_1155_2,4,1155,1425,270
T_4_1170_1,4,1170,1439,269
T_4_1170_2,4,1170,1439,269
